isim,Spotify_Isim,Spotify_ID,Takipci,EveryNoise_Tur,Spotify_Tur
Merve Özbey,Merve Özbey,74IYRdqa9EFKMMXUIjGyxM,1821301,turkish pop,"turkish pop, arabesk, t-pop"
Emir,Emir,052U3i0lM0CeCkJRrES8XK,247103,turkish pop,"turkish pop, t-pop"
Yonca Lodi,Yonca Lodi,1aP2MaewItELfTZkp9t8mF,318901,turkish pop,turkish pop
Ayşegül Aldinç,Ayşegül Aldinç,1pHd2SEhBRbA7RmMlaxT6v,314981,turkish modern jazz,turkish pop
Ebru Polat,Ebru Polat,75qHhz1dcbPw1jNllzGsT9,172374,deep turkish pop,"turkish pop, oyun havasi"
Feride Hilal Akın,Feride Hilal Akın,2dLBhX7dIdWL6Fsk9l0n1n,999219,turkish pop,turkish pop
Gökhan Keser,Gökhan Keser,6311L3GWCzdBvc0uj3XrKH,96356,deep turkish pop,turkish pop
Selim Gülgören,Selim Gülgören,04nFGBpiwmDOOQ3zU6oc4x,133033,deep turkish pop,turkish pop
İdo Tatlıses,İdo Tatlıses,2OWh9iyVeIqJm04kwcaArP,585719,turkish pop,turkish pop
Yonca Evcimik,Yonca Evcimik,7uViwGf6m3VatgaIx4It0s,125899,turkish pop,turkish pop
Gökhan Türkmen,Gökhan Türkmen,4uGB0nZ5d1iCXS3sHR3pzm,1571066,turkish pop,turkish pop
Mehmet Erdem,Mehmet Erdem,0ylYRIvKTpv9uvTfKbYjM0,666651,turkish pop,"turkish pop, arabesk"
Nalan,Nalan,2ro4mTRj9qAtITiacU8bJg,164406,turkish pop,"turkish pop, arabesk"
Ebru Yaşar,Ebru Yaşar,0Qbd0AGWuzggX61s306wZN,1182769,arabesk,"turkish pop, arabesk, oyun havasi"
Bendeniz,Bendeniz,39b2aS3568sYAC6CG5hsJw,264440,turkish pop,"turkish pop, arabesk"
Göksel,Göksel,4i4ALRtQQmFxn3BCIB6iC0,1846139,turkce slow sarkilar,turkish pop
Gökçe,Gökçe,6EkoCL5oWSht8mekRNBWAn,214332,turkish pop,turkish pop
Soner Arıca,Soner Arıca,7no13XBf3yT7hwMpFL0lb2,148079,turkish pop,turkish pop
Zeynep Dizdar,Zeynep Dizdar,1XZNZT3xecy9Wt5LtMOJVk,315479,turkish pop,"turkish pop, arabesk"
Hakan Peker,Hakan Peker,7x1sEYcPJvLBwweGlIcapC,212655,turkish pop,turkish pop
Çelik,Çelik,1OLLBdj6zsFJ2GUMpk8trl,323490,turkish pop,turkish pop
Aslı Güngör,Aslı Güngör,5q6LVjgGCZ2GlHjit9qClh,129292,turkish pop,"turkish pop, arabesk, karadeniz folk"
Halil Sezai,Halil Sezai,0Aoou2kIWXrzTOfhFzmNqa,546128,turkish pop,"arabesk, turkish pop"
Oğuzhan Koç,Oğuzhan Koç,1nFJWl30l3PAHei86OxN0i,1682304,turkish pop,"turkish pop, t-pop"
Ece Mumay,Ece Mumay,5FK1YzcREfjBuxM8i7UtBe,922592,turkish pop,"turkish pop, turkish hip hop"
Emel Müftüoğlu,Emel Müftüoğlu,5pKOCtPDoRLKjR3ZJlI74u,149312,turkish pop,turkish pop
Aleyna Tilki,Aleyna Tilki,4ckLjJztj53Ifid7WHweBn,1236102,turkish pop,"turkish pop, t-pop"
Sibel Can,Sibel Can,2IiSMrjpXiteqhISWXkdUG,1788214,arabesk,"arabesk, turkish pop"
Simge,Simge,4StjyzjcmZ7a9QncHVf0pu,2361133,deep turkish pop,"turkish pop, t-pop"
Sıla,Sıla,5gFPi3KWXEwA9bLEO47Ow0,2410908,turkish pop,"turkish pop, arabesk"
Serdar Ortaç,Serdar Ortaç,7BJjzi0JHyDHAsmVe21dGa,2485518,turkish pop,"turkish pop, t-pop"
Banu Parlak,Banu Parlak,38uZn1mtkujAvteNv4SkU0,243041,turkish pop,turkish pop
Mustafa Ceceli,Mustafa Ceceli,3cNwyF5SboOs9icz2XyotE,1490587,karadeniz pop,"turkish pop, karadeniz folk, arabesk"
Zakkum,Zakkum,70Ya7DKJEo20SAkxjirYnu,1232068,turkish rock,"turkish pop, arabesk, anatolian rock"
Nil Karaibrahimgil,Nil Karaibrahimgil,1PpRPZXSS5ka7m5NW2TO7q,1065539,turkish singer-songwriter,turkish pop
Buray,Buray,1qZ684TB9E1BjH58btdtYd,2101740,turkish deep house,turkish pop
Sertab Erener,Sertab Erener,4W31XN2JH8mC54NkHdh04s,2398033,turkish singer-songwriter,turkish pop
Niran Ünsal,Niran Ünsal,1BvyGRrehtERIWjXKsgzWo,160576,arabesk,"arabesk, turkish pop"
Güven Yüreyi,Güven Yüreyi,5NtIOfNyPNLgha0FwPCvKV,124074,turkish pop,turkish pop
Candan Erçetin,Candan Erçetin,51YBtWvwOP37hIGmnxf4yC,1334203,turkish pop,"turkish pop, oyun havasi, arabesk"
Elif Kaya,Elif Kaya,0YP9sio4vk1BLyCWg3DG1r,125650,turkce remix,"turkish pop, arabesk"
emre aydın,emre aydın,66vIaZFb8okZH0npc4eQ5q,1171539,turkish singer-songwriter,"turkish pop, anatolian rock"
Hakan Altun,Hakan Altun,2AhmWHekrahJri4f5e08Tf,977492,arabesk,"arabesk, turkish pop"
Hadise,Hadise,0wCKNMsqYasJBFVagjay49,2331853,turkish deep house,"turkish pop, t-pop"
EDIS,EDIS,1AM52XHXnWAEqnQwpxTLWm,2258094,turkish pop,"turkish pop, t-pop"
Aşkın Nur Yengi,Aşkın Nur Yengi,2fYdUIUPS7aDdWCzb8Aw2k,861320,turkish pop,"turkish pop, arabesk"
Kayahan,Kayahan,71wTGSTWEPSLnfe7tA2wkX,401423,turkish pop,"turkish pop, arabesk"
Aysel Yakupoğlu,Aysel Yakupoğlu,2ZXIEujgkSOHFk47ra8Z1m,422432,karadeniz turkuleri,"karadeniz folk, arabesk, turkish pop"
Yaşar,Yaşar,50AOA3aPd6tc928KEYaljF,904618,turkish pop,turkish pop
Mirkelam,Mirkelam,7o8wIiSHxNMlXrtR1OWPH0,316531,turkish pop,turkish pop
Yeşim Salkım,Yeşim Salkım,1EazdGiXrpHKzZTsuWK8zw,65350,turkish pop,"turkish pop, oyun havasi"
Aydilge,Aydilge,0cjA9XY1jx3RlniZbMkCWy,647790,turkish singer-songwriter,turkish pop
Keremcem,Keremcem,3GfMoNg8qvtTuarY4ILTzm,70720,turkish pop,turkish pop
Özcan Deniz,Özcan Deniz,4VU1nemTk5QFsrclcN8VFl,364003,turkish pop,"arabesk, turkish pop"
Gece Yolcuları,Gece Yolcuları,21ppfKgGToa81HQE0kET5P,822916,turkish rock,"turkish pop, anatolian rock"
Ümit Sayın,Ümit Sayın,04EJLUSUcz99lY4Vy0DYLM,128496,turkish pop,turkish pop
Ajda Pekkan,Ajda Pekkan,27XMnTLvCO7t3qGlQyTMkF,1059204,turkish psych,turkish pop
Can Yüce,Can Yüce,3vGz6dcagQ2geGkGYY185H,259510,turkish pop,turkish pop
Irmak Arıcı,Irmak Arıcı,3WKZeiNOV5dnANlQnjL95B,486818,turkish pop,turkish pop
Ekin Uzunlar,Ekin Uzunlar,35ngoeYRyOveM0rPvahkot,400525,karadeniz pop,"karadeniz folk, turkish pop, arabesk"
Burak King,Burak King,18hpynG63scJYxOSDYHUVN,783405,turkish hip hop,"turkish pop, turkish hip hop"
Melis Kar,Melis Kar,4hdeFgoe7zQEJWXVIAm2yj,271061,turkish pop,turkish pop
Bilal Sonses,Bilal Sonses,6iBdV6h17D1kOnK9lFyWo3,1907887,turkish pop,"turkish pop, arabesk"
Nigar Muharrem,Nigar Muharrem,6qg3g0aneq4tOJgpzIuEmT,689532,turkish pop,"turkish pop, arabesk"
Koray Avcı,Koray Avcı,3sV7ijrP5xMHgWRlOnPTCi,1302330,karadeniz turkuleri,"arabesk, turkish pop, karadeniz folk, oyun havasi"
Hepsi,Hepsi,1kOoLMi8Z7nDeIa0bSfM3N,268340,turkish pop,"turkish pop, t-pop"
Zerrin Özer,Zerrin Özer,2CleFSxMoxkm2RduyMwcrm,432149,turkish pop,"arabesk, turkish pop"
Ayşe Özyılmazel,Ayşe Özyılmazel,5JVOrEOHz2JLB9WzFw5BfW,61824,turkish pop,turkish pop
Reyhan Karaca,Reyhan Karaca,6wNvXCOkxIzJm2Y2kBuuBG,85791,turkish pop,turkish pop
Nazan Öncel,Nazan Öncel,4li4dx5mFgZlMVeHlARBHP,873947,turkish singer-songwriter,"turkish pop, arabesk"
Ebru Gündeş,Ebru Gündeş,5AboYJAlMb9FGadTTDKRoN,4431090,arabesk,"arabesk, turkish pop"
Yıldız Tilbe,Yıldız Tilbe,4525TiJDbBD4mZJ7EZArT0,4068707,turkish pop,"arabesk, turkish pop"
Şevval Sam,Şevval Sam,5zkh6MICzIQIUoA9NfZpBx,379631,karadeniz turkuleri,"karadeniz folk, arabesk"
Ozan Çolakoğlu,Ozan Çolakoğlu,1ekNbG3tiwZasW1bfHYpSO,76550,turkish pop,"turkish pop, t-pop"
İmera,İmera,76gIFgwCObZoH7dTiHk8Ya,245419,karadeniz turkuleri,"karadeniz folk, arabesk"
Çağatay Akman,Çağatay Akman,6XJtmq30U5RDBwnLbcN33E,475977,turkish pop,turkish pop
Ege,Ege,3nmYPDXqMqkNIujfm9wGDg,125805,turkish pop,turkish pop
Tarkan,Tarkan,2yMN0IP20GOaN6q0p0zL5k,4127643,turkish pop,"turkish pop, t-pop"
Tan Taşçı,Tan Taşçı,2rNgr1pkSDfxQTYhqCT45D,778770,turkish pop,"turkish pop, arabesk"
Eylem,Eylem,6EggFGuKypIVsW5JRDpeSe,77203,turkish pop,turkish pop
Linet,Linet,31TJIzpuFOgX8owcV3nTrE,336840,arabesk,"arabesk, turkish pop"
Tuğçe Kandemir,Tuğçe Kandemir,50z4meqYMvVCXEv2jDneDN,1961825,turkish pop,"turkish pop, arabesk"
Zeynep Bastık,Zeynep Bastık,1mpOD8ZwHnbsryIuXWq0R1,2509479,turkish pop,"turkish pop, turkish hip hop"
Ferda Anıl Yarkın,Ferda Anıl Yarkın,6JW5Xd0t6NrsAGHoX2dgep,84790,turkish pop,"turkish pop, arabesk"
Petek Dinçöz,Petek Dinçöz,3v23sHokmHxpTMLEzCWwYn,60305,deep turkish pop,turkish pop
Demet Sağıroğlu,Demet Sağıroğlu,1JezmRKWjau6fQtfotfhZY,128899,turkish pop,turkish pop
Seksendört,Seksendört,7IgzsWd4tWIn70uh6dAq8d,1480129,turkish rock,"turkish pop, anatolian rock"
Anıl Durmuş,Anıl Durmuş,10aqquITh9xMvNFTMZicY9,219151,turkish pop,"turkish pop, arabesk"
Bilal Hancı,Bilal Hancı,2wswrLV1o19frClh3pHxws,524744,karadeniz pop,"karadeniz folk, turkish pop"
Sancak,Sancak,3IiSjfHNSsynS08uC6w9u3,1042003,turkish hip hop,"turkish pop, turkish hip hop, arabesk"
Feridun Düzağaç,Feridun Düzağaç,7MZj0XxqxlCZPj6JsMQq0Z,840534,anadolu rock,"anatolian rock, turkish pop"
Gripin,Gripin,3Z814BstLaKbLqKHXsht8O,1666108,turkish rock,"turkish pop, anatolian rock"
Melek Mosso,Melek Mosso,5IAxUWLiTMsvc1oWPrczNj,1629663,turkish alt pop,"arabesk, turkish pop, turkish hip hop"
Orhan Ölmez,Orhan Ölmez,2abTtZjrdqE7fitNirW4Qy,196794,arabesk,"arabesk, turkish pop"
Fikret Dedeoğlu,Fikret Dedeoğlu,1ZMVpCbCRtKBoc65uWaBBN,88271,turkish pop,"turkish pop, arabesk"
Kolpa,Kolpa,1QZYklqR55tZ6b5mK4LD41,1057114,turkish rock,turkish pop
Nilüfer,Nilüfer,3iVIrcJmrV7GawrxVWsBUF,1319895,turkish pop,"turkish pop, arabesk, anatolian rock"
Leman Sam,Leman Sam,4Y8MfXiMkqE7xnMWqCAn7E,303056,turkish folk,"turkish pop, arabesk"
Hulya Avsar,Hulya Avsar,5ZQ2xzMSMon0UUnulwsPiO,60078,turkish pop,"turkish pop, arabesk"
Ceylan Ertem,Ceylan Ertem,2crPPfVdmrxn5yUHLQVqOI,611016,turkish singer-songwriter,"turkish pop, arabesk"
Mabel Matiz,Mabel Matiz,1dpqJqIuNqideTvmxBsSku,5530254,turkish pop,turkish pop
Fatih Erkoç,Fatih Erkoç,5zfF4ZY5QA60ht5cjDrv2b,156458,turkish modern jazz,turkish pop
Meyra,Meyra,31SY4y5GZLDRrW7GIswamU,35102,deep turkish pop,turkish pop
Levent Yüksel,Levent Yüksel,3OVWvBHwlq5w8iRJEBoCp2,403647,turkish pop,"turkish pop, anatolian rock"
İntizar,İntizar,3mv52kRne0G5Las6jClwj0,557035,arabesk,"arabesk, oyun havasi, turkish pop"
Haluk Levent,Haluk Levent,1UV3ii5FWWXF3jkZVeA2bb,1625900,anadolu rock,"anatolian rock, turkish pop, arabesk"
Cem Özkan,Cem Özkan,5ir9ylX51js6ukzBp2hvVf,171081,turkish soundtrack,turkish pop
Asya,Asya,65D2U3HYsHE0RIZ80hCaF2,122524,turkish pop,turkish pop
Seda Sayan,Seda Sayan,5hKNaXEXIxQ3dmZR7FoRr8,171456,deep turkish pop,"arabesk, turkish pop, oyun havasi"
Resul Dindar,Resul Dindar,7fVMq1kHVAQao9iPGHNGyK,431045,karadeniz turkuleri,"karadeniz folk, oyun havasi, arabesk"
Sura İskenderli,Sura İskenderli,1B0fCkXH620aujSMm3wIKS,479366,turkish trap pop,"turkish pop, arabesk"
Seden Gürel,Seden Gürel,5vylnY1bnqGSWu1QPL4SRM,79973,turkish pop,turkish pop
Kıraç,Kıraç,4XYD8wP6f1sfLtWfrY1luF,696202,anadolu rock,"anatolian rock, turkish pop, arabesk"
Derya Bedavacı,Derya Bedavacı,6eBKQVpzyvlMoQaR7buvX8,877883,turkish pop,"arabesk, turkish pop"
Tuğba Ekinci,Tuğba Ekinci,1ikwdzJjCjQk79RQlvkTt1,46187,deep turkish pop,"turkish pop, oyun havasi"
Sakiler,Sakiler,25gzpFRLdteuie1gW4a4hK,538221,turkish pop,"turkish pop, arabesk"
Fatma Turgut,Fatma Turgut,1dsKaRPU3HFSdlNyMmH5QI,688367,turkce slow sarkilar,turkish pop
Bahadır Sağlam,Bahadır Sağlam,60MyIKYA3yY1lGNroaZIgT,117406,turkish pop,turkish pop
Tuna Kiremitçi,Tuna Kiremitçi,799GDxXgsUDuGSbh5HJ3Kv,153061,turkish modern jazz,turkish pop
Mazhar Alanson,Mazhar Alanson,1CTvStsvYcGi6FfDHzNg0t,460338,turkish rock,"anatolian rock, turkish pop"
Volkan Konak,Volkan Konak,48CUA59SDed3IdCctKndud,688126,karadeniz pop,"karadeniz folk, arabesk, turkish pop"
Yüksek Sadakat,Yüksek Sadakat,3SrFQDUN5DXQDZc3kygriW,1442321,turkish rock,"turkish pop, anatolian rock"
Suat Suna,Suat Suna,5BzgxbY1BseIx5cgJ791QF,52966,turkish pop,turkish pop
Doğuş,Doğuş,721ePoB5sNB4MbIHLwco4e,99728,turkish pop,"turkish pop, arabesk"
ikikardesh,ikikardesh,59Rfk6ZH0SsZm7GrUc43N1,238865,turkish pop,"turkish pop, turkish hip hop"
Ersan Er,Ersan Er,0mRJgEwf2UpEc98ja9Kbth,113079,turkce remix,"turkish pop, arabesk"
Nükhet Duru,Nükhet Duru,7HLLY3hnsKLpq6bq3OwNNe,180635,turkish pop,"turkish pop, arabesk"
Erol Evgin,Erol Evgin,6zzBsqAEDo53s2dSeZzWvo,307639,classic turkish pop,"turkish pop, anatolian rock, arabesk"
Çağla,Çağla,6z5LOKPoOll2mbBqsQrMqp,180074,turkish pop,"turkish pop, arabesk"
Eypio,Eypio,6h5P3J0j1x2lhiDk9w4deZ,1606630,turkish hip hop,"turkish hip hop, turkish pop, arabesk"
MFÖ,MFÖ,2jbrqAuwSdvwcMTbtvncND,1183187,turkish rock,"anatolian rock, turkish pop"
Sibel Alaş,Sibel Alaş,3vwijSZN14SWUqFxg74aYU,74203,turkish singer-songwriter,turkish pop
Şimal,Şimal,1hxYOUm8QUkpXAHtVM0aY2,41732,turkish pop,turkish pop
Can Bonomo,Can Bonomo,3vJJGsSAF5zQegZo5sJEh6,777060,turkish rock,"turkish pop, anatolian rock"
Eli Türkoğlu,Eli Türkoğlu,6CpTYTBIwVYGeYdxr8Irgu,70934,turkish pop,turkish pop
Çağatay Ulusoy,Çağatay Ulusoy,4bzEbwcMO2mGvLJT3Pm8hP,77774,turkish pop,turkish pop
İkilem,İkilem,4hjJDrv2KkIEW1AslTEtv3,366296,turkish alt pop,turkish pop
Volga Tamöz,Volga Tamöz,0Ktsg7r5IMtl49VmPwiPpu,34682,deep turkish pop,"turkish pop, t-pop"
Pınar Aylin,Pınar Aylin,6RslhcwDVfPh1UsqQwx0Dw,36770,deep turkish pop,turkish pop
Pinhani,Pinhani,4Bdqzh78prwuqwInMb555P,2406189,turkish rock,"turkish pop, anatolian rock"
Selçuk Balcı,Selçuk Balcı,4Xm86XAvDYWh36Z98FvKjc,226049,karadeniz turkuleri,"karadeniz folk, arabesk, oyun havasi"
Barış Akarsu,Barış Akarsu,0rHmlPHC63IGBTrtQEdDw6,1009599,anadolu rock,"anatolian rock, karadeniz folk, turkish pop"
Şebnem Ferah,Şebnem Ferah,74xBVPWYoSf5pvo5IkePRO,2886873,turkish rock,"anatolian rock, turkish pop"
Zuhal Olcay,Zuhal Olcay,6XTIDpYqIA3fUeQM8zA4Ix,186282,turkish jazz,turkish pop
Nev,Nev,65170sSbRuGS67eqSooUam,137939,turkish rock,"turkish pop, anatolian rock"
Reynmen,Reynmen,1Fg19vpUJpAAPFjnKaVYVW,3218347,turkish hip hop,"turkish pop, turkish hip hop"
Bora Öztoprak,Bora Öztoprak,6YsJXJZKI0ERDqb3IHBnpy,44176,turkish pop,turkish pop
İlhan Şeşen,İlhan Şeşen,75KT1xL5AnkFyiKGPS67PI,71781,turkish rock,"turkish pop, arabesk"
Zara,Zara,1B4KdcJA6Dh1MlAiezqc08,406587,turkish folk,"arabesk, oyun havasi, karadeniz folk, turkish pop"
Sinan Özen,Sinan Özen,7tEE59VhmyLsNINjKCA8ug,285378,arabesk,"arabesk, oyun havasi, turkish pop, karadeniz folk"
Kurtuluş Kuş,Kurtuluş Kuş,4jF4tHJlYKS5Z9xdEatCfq,944345,turkish pop,"turkish pop, arabesk"
Ravi İncigöz,Ravi İncigöz,1cc3ZOLO1w0JBhLfiwmknC,25663,turkish pop,turkish pop
Veysel Mutlu,Veysel Mutlu,4zvfUbCpoR8fWGg0kysc4u,367023,turkish pop,"turkish pop, turkish hip hop"
Gece,Gece,6rGDR3wmkz5DKMrZxpO1mZ,282388,turkish rock,anatolian rock
Özlem Tekin,Özlem Tekin,1Xwze1G0zfRnxqBDfmWVVf,343045,turkish rock,"anatolian rock, turkish pop, karadeniz folk"
Nur Cennet,Nur Cennet,3l2XZBROf6IhytyMQW2U1g,215976,turkish pop,"turkish pop, arabesk"
Sibel Tüzün,Sibel Tüzün,0sh7lp6I1qIIfMYs0cCBbj,31841,turkish pop,turkish pop
Ayla Çelik,Ayla Çelik,3Z7GwK4hUEczTklLsVedcx,51679,turkish singer-songwriter,turkish pop
İkiye On Kala,İkiye On Kala,1HsQw7SuwmxSH4r2aqF9DB,1257437,turkish rock,turkish pop
Ali Güven,Ali Güven,3CPiYdSDYnyKdY5vhWNaYq,37570,deep turkish pop,turkish pop
Koliva,Koliva,5U0MLDkT2YsYXsFTsVALSG,176911,karadeniz turkuleri,karadeniz folk
Murat Başaran,Murat Başaran,4yN3WGIwkWg6kw7rF6Yh2M,51084,deep turkish pop,"turkish pop, arabesk"
Emel Sayın,Emel Sayın,7KVIZplHlqnvESsbuFQOnM,231184,turk sanat muzigi,"arabesk, turkish pop"
Deniz Arcak,Deniz Arcak,1EYG9EGkb762d5qKVbxZJB,55393,turkish singer-songwriter,turkish pop
Eda Baba,Eda Baba,0sG2HOcaA6eqnGTeLMJpRm,280454,turkish alt pop,turkish pop
Manuş Baba,Manuş Baba,6p4UYgBKfV1XMDvD9KrtTv,1012670,turkish rock,"turkish pop, arabesk"
Burak Bulut,Burak Bulut,2a2YSCx78HHWVOsCuMpeXz,1401395,turkish pop,"turkish pop, arabesk"
Altay,Altay,0JbRebRnzCiwyNUMuIeN1P,22160,deep turkish pop,turkish pop
Melike Şahin,Melike Şahin,16GyR4WfCnIT2XST4ZLl2B,1964419,turkish alt pop,"turkish pop, arabesk"
Kâzım Koyuncu,Kâzım Koyuncu,03YhQQYWzaAU3HAQAJzIHG,1169375,anadolu rock,"karadeniz folk, arabesk, anatolian rock, oyun havasi"
Seda Tripkolic,Seda Tripkolic,2aNkBNOpoEwJlRpDLzJ6hZ,238493,turkce remix,"turkish pop, arabesk, turkish hip hop"
Deeperise,Deeperise,0ZRQKFaYGEtbLc8NbyICoe,335100,turkish deep house,turkish pop
Murat Kekilli,Murat Kekilli,1av8oluskzg2mOBajdzRI9,236729,anadolu rock,"anatolian rock, arabesk, turkish pop"
Ufuk Beydemir,Ufuk Beydemir,00C6n2psbFm6XWqyPCXJ5v,751981,turkish singer-songwriter,turkish pop
Düş Sokağı Sakinleri,Düş Sokağı Sakinleri,2QsEbhCFyEzogaOtMYeXO4,276914,turkish rock,"anatolian rock, turkish pop"
Kahraman Deniz,Kahraman Deniz,3nF0yXDatdq9xV279nEs5X,1117110,turkish rock,turkish pop
Fikri Karayel,Fikri Karayel,5ZBjBEf13SNZDLCzjAiWfn,90971,turkish rock,turkish pop
Gökhan Kırdar,Gökhan Kırdar,0iTcX6LMMIt0DeYJ3qBSQX,100808,turkish singer-songwriter,"turkish pop, arabesk"
Gökhan Akar,Gökhan Akar,2rugEs4ym77v8gPi80XXr5,31716,deep turkish pop,turkish pop
Ceylan Koynat,Ceylan Koynat,4o9kilxirh6nRSrNfOHCXb,188673,turkish pop,"arabesk, turkish pop"
Sezen Aksu,Sezen Aksu,64d1rUxfizSAOE9UbMnUZd,14571379,turkish pop,"arabesk, turkish pop"
Deniz Toprak,Deniz Toprak,1qUlrOW3z1Vv771xYHrbDm,124073,turkish pop,"karadeniz folk, arabesk"
Uğur Etiler,Uğur Etiler,41KdIHAPsB6TaHgzHSYGMM,33833,turkish pop,turkish pop
Onur Can Özcan,Onur Can Özcan,2QslFlDyZVpLYwfqyRDkNs,1573539,turkce slow sarkilar,"turkish pop, arabesk"
Zehra,Zehra,2kdaYJfJVIGBaNcMmrg13p,109411,turkish pop,"turkish pop, arabesk"
Tuğkan,Tuğkan,2h1EEQ0lD01lPKDRGisvL4,1424083,turkish rock,turkish pop
Yaşar İpek,Yaşar İpek,0PXmhSJTbgekIqEz1Va1LB,38896,turkish pop,"arabesk, turkish pop"
Eda Sakız,Eda Sakız,43kof4zqki1s51xx3bX8wB,219302,turkish pop,turkish pop
Okan & Volkan,Okan & Volkan,5U2qYuO4KclXaQTqiGzqUV,242695,turkish pop,turkish pop
Sezer Sarıgöz,Sezer Sarıgöz,4itYEciRGKzdy6XwBQeaYl,268750,turkish pop,"turkish pop, arabesk"
Semicenk,Semicenk,1CcZoULzFHa8Uhwo6OlQcp,6384372,turkish pop,"turkish pop, arabesk, turkish hip hop"
Elvan Günaydın,Elvan Günaydın,0mNxtGmbl3R6xfgb4JjdrK,31873,turkish pop,turkish pop
Fundyy,Fundyy,0Qd3WxeIl4mgfd2KYLwE7H,162599,turkish pop,"arabesk, turkish pop"
Ufuk Çalışkan,Ufuk Çalışkan,71WtMHUVNtv2QWV712cDGF,63983,turkish pop,turkish pop
yirmi7,yirmi7,1vnJ4IgK3BOqkGQ38RqAvs,277477,turkish rock,"turkish pop, anatolian rock"
Elif Buse Doğan,Elif Buse Doğan,56hgP8k96P8s7hQyMvXCHS,91635,karadeniz pop,"karadeniz folk, arabesk, turkish pop, oyun havasi"
Bilge Nihan,Bilge Nihan,6zNQTrKQrzfHgPGVvtasBp,20991,turkish pop,turkish pop
Doğu Swag,Doğu Swag,0uHvlWnhRpaomF4e9IZHLy,501939,turkish hip hop,"turkish pop, turkish hip hop, arabesk"
Mehmet Elmas,Mehmet Elmas,10BA29Asr9YbvkcBFJixDb,349129,turkish pop,"turkish pop, arabesk, turkish hip hop"
Jabbar,Jabbar,7JrZbwBSIfKcc2gn1Xa4Bd,107208,turkish pop,turkish pop
Farah Zeynep Abdullah,Farah Zeynep Abdullah,3xoFgT5OYcfaU8XlfmbylK,47346,turkish pop,turkish pop
Öykü Gürman,Öykü Gürman,173BBRCDf7unNOeNIeP0OV,98390,turkish pop,"karadeniz folk, turkish pop, oyun havasi, arabesk"
Bedük,Bedük,1Ff0dxz94grKP7s4p3ANlp,26398,turkish pop,turkish pop
Aylin Coşkun,Aylin Coşkun,2MGfqrHOt6TPVruHPG6tFF,30278,deep turkish pop,"turkish pop, t-pop"
Gülşah Kömür,Gülşah Kömür,0rFRdFCCe5YQKYZ7Oew9Vi,2521,turkish pop,turkish pop
Atakan Çelik,Atakan Çelik,4MB78jkdrcNEboEiVZgnXp,14593,turkish pop,turkish pop
Bora Uzer,Bora Uzer,71WhzQzCSYszOnrfCEbZge,20165,turkish pop,"organic house, turkish pop"
Burak Orhan,Burak Orhan,1FS2PiEocXPPqeQXsX46bE,787,turkish pop,turkish pop
Eftalya Yağcı,Eftalya Yağcı,27JkefjyyNpoRTWGDIt6Tc,23821,turkish pop,"turkish hip hop, turkish pop"
Görkem Sağlam,Görkem Sağlam,1O0aQdxKKpyTEzKeOqsbeo,6157,turkish pop,turkish pop
TNK,TNK,4EJYpvhyY4gO4rjEeitXLa,362532,turkish rock,anatolian rock
Bulutsuzluk Özlemi,Bulutsuzluk Özlemi,1x59izw7Q1MpfZyzJpTfb4,330166,turkish rock,"anatolian rock, turkish pop"
Pilli Bebek,Pilli Bebek,63RFns47gk00mnHIQ8zTR1,528406,turkish rock,anatolian rock
Ogün Sanlısoy,Ogün Sanlısoy,6pLClLDuEeB6KdfvPblHSq,317928,turkish rock,"anatolian rock, turkish pop"
Kargo,Kargo,3eedpDhV8pocvTvTHLGq9R,463032,turkish rock,"anatolian rock, turkish pop"
Badem,Badem,27sJOP3QjNbw349IrcROwj,353091,turkish rock,"anatolian rock, turkish pop"
Redd,Redd,3uW8VB9ixiNMAJBm7ZsBVT,393836,turkish rock,anatolian rock
Demir Demirkan,Demir Demirkan,0ONcicRZwAgDDZyeWrLia3,231219,turkish rock,"anatolian rock, turkish pop"
Flört,Flört,0ou1EkRCAJcfRv2P1qKVPo,147992,turkish alternative rock,anatolian rock
Athena,Athena,1Hy8tdpH9ygqoohumHZqVl,1118281,turkish rock,"turkish pop, anatolian rock"
Malt,Malt,4acjV5gpm2vHLWpGvQ77DL,115077,turkish rock,anatolian rock
Hayko Cepkin,Hayko Cepkin,3hzijSzD6IwOV4SY2SiWQp,885570,turkish rock,anatolian rock
Kurban,Kurban,5QpQ8Zu2s3aMjYf88au1Le,159654,turkish rock,anatolian rock
mor ve ötesi,mor ve ötesi,5ixQSDvAMa5O758xG8MWXT,2669380,turkish rock,"anatolian rock, turkish pop"
Can Gox,Can Gox,5Z0rUIkdvlnx6JYqcC4aU0,202829,turkish rock,anatolian rock
Haramiler,Haramiler,6F9lYsXc6Z7WMX3DtSXDLa,158860,anadolu rock,anatolian rock
Kaan Tangöze,Kaan Tangöze,29TtKR0RUKu66QjYwtycd9,397808,turkish singer-songwriter,anatolian rock
Umut Kaya,Umut Kaya,0yXr7HHsbJlVaU8kBhRcny,141415,turkish rock,"turkish pop, anatolian rock"
Bağzıları,Bağzıları,2WEI5FlFf3Zc5rOKTTLOJe,508277,turkish alternative rock,
Multitap,Multitap,1lewMbg4IoeBW024BuTviN,82408,turkish rock,
Büyük Ev Ablukada,Büyük Ev Ablukada,7pUjWNH0hKYpRzWDdNLzAi,349634,turkish alternative rock,
