isim,Spotify_Isim,Spotify_ID,Takipci,Genre,EveryNoise_Tur,Spotify_Tur,tip,cinsiyet,sehir,MusicBrainz_ID,wikidata_id,muzik_turu (Wikidata),Popularity,foto_url
Sadi Işılay,Sadi Işılay,0u6rrYCrQpWw8RySeT06P0,24.0,,,,Person,erkek,İstanbul,5f7c5fc5-0958-49e3-8e17-d638ddd30938,Q6065014,,0.0,
Gözde Acar,Gözde Acar,6fSMLKb6aQGhTPHGSrX6wK,24.0,Turkish Pop,,turkish pop,Person,,,5e4b9656-cdeb-4dca-93a2-3bcd9b682798,,,0.0,https://i.scdn.co/image/ab67616d0000b2732f57fe228966e4e35ec33dad
Arın Kamiloğlu,Arın Kamiloğlu,5wANpV4DzkOzoMl6o9RX9t,24.0,,,,Person,,,2df36c3b-4913-40d3-8846-62ad428c8c83,,,2.0,https://i.scdn.co/image/ab6761610000e5eb2173ebd0e67a5046418c521f
Mehmet Badan,Mehmet Badan,4uJjdlClJFIriI7sliiFzZ,24.0,,,,,erkek,Almanya,,Q1546337,,0.0,https://i.scdn.co/image/ab67616d0000b2731a2a256c20b28a4e4436b9f8
Binay Koçak,Binay Koçak,4AyKS9AL5QIjDFq9NVkRYo,23.0,,,,Person,,,8fdc81fc-8310-44e2-8e63-8d17507e7735,,,0.0,https://i.scdn.co/image/ab67616d0000b27387b28077ff6cb1b9c47b76a9
İsra Gülümser,İsra Gülümser,0AStiR9zVpPkcz2Mz4ZCdA,23.0,,,,Person,,,703ce70e-0674-4f8a-b0c2-ce2645eccbdf,,,6.0,
Hikmet Hükümenoğlu,Hikmet Hukumenoglu,0Jwjzd0fopzqp1mmJsXVNm,23.0,,,,Person,,,8f8214b9-d8c5-4ba9-b191-8377b22e703f,,,0.0,https://i.scdn.co/image/ab67616d0000b2732d0c3e9c632f1db5c805aafc
Gökalp Tekmanlı,Gökalp Tekmanlı,0T4bRRFg3QGz7JBhhGSjjo,23.0,,,,,erkek,Erzurum,,Q97142236,,0.0,https://i.scdn.co/image/ab6761610000e5eb4bccc89e78c6f878fb38b1dc
Gönül Paçacı,Gönül Paçacı,7EVdJfF3sIpMNhNEr4hABN,23.0,,,,Person,,,6b668b4c-968b-43df-9b84-fdb1008b0df4,,,0.0,https://i.scdn.co/image/ab67616d0000b2736d8d720ca4e873f5cacaac41
Ege Semercioğlu,Ege Semercioğlu,2wADhDOSR5c0GrErpKI46w,23.0,,,,Person,,,eb5f3628-410c-46c9-8a5f-190148cfd2bb,,,0.0,https://i.scdn.co/image/ab6761610000e5eb8529bb6356a0157df4405d60
Ali Kaan Gebeş,Ali Kaan Gebeş,73gBVrV8L6k30ymMlUbtc3,23.0,,,,Person,,,8f22b0d2-b85f-46c7-8a1b-ed71fb5bbaa4,,,0.0,https://i.scdn.co/image/ab6761610000e5eb7f9c8411fd9563a0033ffd2f
Aydın Çıracıoğlu,Aydın Çıracıoğlu,2RRuiQcdHiLa7jcnMRYPMe,23.0,,,,Person,,,efecec6d-6f4e-496f-b00a-d91a3439ee38,,,0.0,
Tuzak,Tuzak,7xGcvR6mDbtdxD6ihP8Oif,23.0,,,,Bilinmiyor,,,f1a674c0-8f04-4e27-9930-ff2bb239d1de,,,4.0,https://i.scdn.co/image/ab6761610000e5ebcd3d1b77c0d390c7841f8fcd
Nevzat Şenol,Nevzat Şenol,5UtyyvCC6zPFJRd7EP0YBW,23.0,,,,Person,,,cc918de1-ae5c-4429-8c94-54901a3e596a,,,1.0,https://i.scdn.co/image/ab67616d0000b27336762eeb4c9e7e8b91ba9584
To Infinity,To Infinity,4WXAQq3wxr1b3ut0OhiCdw,23.0,Turkish Rock,turkish punk,,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebf20a0ac729cc8d7fd315178f
hoffen,hoffen,1bpoHSnts3MIHkGs5a6AkR,23.0,Turkish Hip Hop & Trap,new school turkce rap,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb4f64af23032a0f4c308ff6ee
Mehmet Özbek,Mehmet Özbek,2NEGexOrBiCdmmoDSVyDIp,23.0,Turkish Folk,,oyun havası,Person,,,dca02058-58cf-4608-92f1-cf0c5a9e4374,,,0.0,https://i.scdn.co/image/ab67616d0000b273b4840330cc07d89b6bf1c981
MelteM Ural,MelteM Ural,6jD2X3ldJtYw84cIcIGIzM,23.0,Turkish Electronic,,electroacoustic,Person,,,650f2b30-8b75-4e63-bad1-4770746c1305,,,0.0,https://i.scdn.co/image/ab6761610000e5ebe081d28d9b39bf5f8ec0f9ac
Deniz Gezmiş,Deniz Gezmiş,6EkELl1FvciYR1y8bbVAxL,23.0,,,,Person,,,dc9bf556-05f5-44d7-b355-1e903a3d4d6f,,,0.0,
Sıdıka Özdil,Sıdıka Özdil,6FfjFysKyriBsYENbNnLNk,23.0,,,,,kadın,Ankara,,Q6091732,,0.0,https://i.scdn.co/image/ab67616d0000b27328c398b1794d11ff04fd973e
Tolga Gürci,Tolga Gürci,3zlg67Q22APt9YxzQckSmB,23.0,,,,,erkek,Erzurum,,Q119903607,,0.0,https://i.scdn.co/image/ab6761610000e5eb45338af6bcfba50eb34ee71d
Emin Ongan,Emin Ongan,1xJzPpsamD982CF91eFQlg,23.0,,,,Person,erkek,Edirne,67750263-6045-40be-b1e0-b7762ce1a339,Q20470987,,0.0,
Cemal Akkiraz,Cemal Akkiraz,6urg7jmpZOXdQJcFzJYm3r,23.0,,,,Person,,,94da6ea6-af89-437d-91db-eff3a6374819,,,0.0,
Deniz Güneş,Deniz Güneş,74X36IdKnutgAZeDj0JV4d,23.0,,,,Person,,,0b13cfd0-db75-4fa7-9163-9f5dede4f22d,,,0.0,
Mustafa Öztürk,Mustafa Öztürk,3vLwa9i7FdrYXiSl06W7WF,22.0,Turkish Folk,,oyun havası,Person,,,840756bd-295c-4e7c-9366-7698a0dd49ea,,,1.0,https://i.scdn.co/image/ab67616d0000b27312f9d3fafdf254f145eb2acc
h4ncry,h4ncry,5ZzIUo7VR96b7MtODhQVkx,22.0,,,,Person,,,5cc35167-0cf5-42a2-962c-ebd18df27107,,,0.0,https://i.scdn.co/image/ab6761610000e5eb25b61f63ce01cd17e487ba51
Ahmet Hulûsi Bey,Ahmet Hulusi Bey,4OzfUgt79Gkx7xU56g94YC,22.0,,,,Person,,,2338a3b8-3724-41f9-9b97-e31658391281,,,0.0,
Görkem Saoulis,Gorkem Saoulis,4SVSnYkNHgn4c7HSPxjczp,22.0,,,,Person,,,097277d7-b1cc-456f-b575-affb8366d491,,,0.0,
Kiara Saye,,1Sm2eVN1E8yURUSiKSt4TO,22.0,,,,,kadın,,,Q138508948,"alternatif rock, progressive rock, rock sanat müziği, senfonik rock",0.0,https://i.scdn.co/image/ab6761610000e5eba41cd2b53533278bae72c795
İlhan Babaoğlu,İlhan Babaoğlu,7nMBEoYovrHRpPtcamj2n2,22.0,,,,Person,,,617dd0e8-5d9c-4603-9819-9610509c02fe,,,0.0,
Ferzan Önder,Ferzan Önder,48hdifxNpLBaTKle6ZyFzp,22.0,,,,Person,,,a601bb76-1823-4ef4-9510-0e79d4f22d32,,,3.0,https://i.scdn.co/image/ab67616d0000b273c6ee4ec39d66b3420d9dfd7b
Cemal Karakuş,Cemal Karakuş,0eWPBm50sgx5oIkMhpccnE,22.0,,,,Person,,,c60771a7-6c18-49c9-a93b-e2754f54913b,,,0.0,
Chettini and The Turkish Trio,Chettini and the Turkish Trio,1zJMw1QSUTmqwgJDQLHEZa,22.0,,,,Group,,,b59881f2-9735-4441-8000-6fd54bc6e101,,,0.0,https://i.scdn.co/image/ab67616d0000b273faa2213401ccb920c30984ac
Muzaffer Özdemir,Muzaffer Özdemir,4q36p370vcz6fzBSk6VIlh,22.0,,,,,erkek,Gümüşhane,,Q1956183,,0.0,https://i.scdn.co/image/ab67616d0000b273232553d2cc3874e0f5fa53a6
Hafız Post,Hafız Post,3jhi64G5vBElScGqFrCHi7,22.0,,,,Person,,,06d79222-309b-41e1-b2bc-214bd871af3a,,,1.0,
Fly Kugin,Fly Kugin,00J9wJB1U9G0aKYEZq44fA,22.0,,,,Person,,,ce85ddd5-5157-42ae-8a71-d966756ea353,,,0.0,https://i.scdn.co/image/ab6761610000e5eb1429aa9e1430d4eb74e618f2
Can Candid,Can Candid,4RZkBVmx5lpHQP1qnMSwe0,22.0,,,"exotica, krautrock",,erkek,Münih,,Q1031827,,0.0,https://i.scdn.co/image/ab67616d0000b2733623d0320e36972210910f4a
Cem Oral,Cem Oral,78r1aSS21TYZa0M6w8ixyY,22.0,,,,,erkek,Almanya,,Q15438521,,0.0,https://i.scdn.co/image/ab67616d0000b27342d94693ef83a265ecd54e5b
Savaş Zurnacı,Savaş Zurnacı,37EYfDWOIFVn9dkxl2WpVB,21.0,,,new age,Person,,,8cb229d9-e313-4eed-a665-590cfc1c8115,,,0.0,https://i.scdn.co/image/ab67616d0000b2730d1ebf5060c959750c4d1a8e
Şebnem Sönmez,Şebnem Sönmez,23o3qXVxfBVAPXPo1cj4qQ,21.0,,,,Person,,,8617302d-26ed-4178-ad82-fec3bd4d238a,,,4.0,
Burak Gürpınar,Burak Gürpınar,4vVVctbjngWIMrFn9rJC7Y,21.0,,,,Person,erkek,İstanbul,bae9266b-7c0a-4b25-917f-d9849bdae8f8,Q4998094,rock müziği,0.0,
Caprice Atak,Caprice Atak,0urUuSknkNjy7NEWg3T6Dz,21.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,45b05e7b-9e76-4562-ab66-b816656a0c25,,,0.0,
Abdullah Balak,Abdullah Balak,69NXWti72uMkkY62xkKDW2,21.0,,,,,erkek,Şanlıurfa,,Q16104814,,4.0,
Aşık Seyrani,Aşık Seyrani,1hqUTIRp2oAhoGycfuVe7I,21.0,,,,Person,,,bf4156fe-cef4-4e37-a3e1-9b35c19910fe,,,0.0,https://i.scdn.co/image/ab67616d0000b27349972848d4496f220e09f3bd
Kia Ganji,Kia Ganji,3hxEoVV8ndyOpLL7akMKub,21.0,,,,Person,,,a305feda-e049-41da-909d-e3d61b4addcb,,,0.0,https://i.scdn.co/image/ab6761610000e5ebee177040918e67663a8ab910
Yusuf Yeşilöz,Yusuf Yesilöz,2aZWkVf3OPPa9IPyxxpw8A,21.0,,,,,erkek,,,Q123845,,0.0,https://i.scdn.co/image/ab67616d0000b2736095e9cc7982f0ab58c08187
Hasan Nar,Hasan Nar,1gEEm5BU9yqkptrZOxvtCa,21.0,,,,Person,,,e26140e6-0b60-4849-8143-c504a96a0139,,,13.0,https://i.scdn.co/image/ab67616d0000b273c0401a95df6ee86587abf633
Ridvan Aydinli,Rıdvan Aydınlı,1bCHdrKN4RcTHR1ufrDFfW,21.0,Turkish Folk,,"traditional music, medieval, early music",Person,,,290f45d1-ac44-49f7-880e-cce0b507fa3a,,,0.0,
Kontlar,Kontlar,3pTc6W5CnmrtN067NDuYmb,21.0,Turkish Rock,,anatolian rock,Group,,,3383d89d-335a-42ca-afc6-32da5a7c7e24,,,0.0,https://i.scdn.co/image/ab67616d0000b273743ad7e36bf5d70e86879fc3
KANDAZ,KANDAZ,2OcFqMM2dXLzjfEBHrYROM,21.0,,,,Person,,,4e122508-416a-4f7d-9f77-e8daff774652,,,0.0,https://i.scdn.co/image/ab6761610000e5eb3079e68786c6b83a65f7256f
Artun Sürmeli,Artun Surmeli,070sjR1K6SuvVUN4adyka7,21.0,,,,Person,erkek,,6c4b8257-1a26-4490-9993-da2034305f42,Q95830668,,0.0,
Hikmet Akçiçek,Hikmet Akçiçek,7bYJG91gxZPnWB00SXpZ00,21.0,,,,,erkek,Artvin,,Q61107855,,0.0,
Görkem Yeltan,Görkem Yeltan,4rWY1XTNXc4BK16qxiWmet,21.0,,,,,kadın,Nazilli,,Q6099913,,0.0,
Hakan Unsal,Hakan Unsal,0WvF8h0IGMH7jf3BDvEXG4,21.0,,,,Person,,,8bbf37be-2115-4acb-9f11-cffd4db2775a,,,0.0,
Batuhan Bozkurt,Batuhan Bozkurt,47MpBrNhBvy34eFJA9LzVl,21.0,Turkish Electronic,,"electroacoustic, experimental, avant-garde",Person,,,e7d1a825-7b33-48c7-a612-ef77e13a625a,,,0.0,
Basharan,Basharan,2orh0u91oTC2ScYWZJwXvT,21.0,,,,Bilinmiyor,,,3d58944f-0a45-48c0-81c4-491fa3eebb1c,,,0.0,https://i.scdn.co/image/ab6761610000e5eb24efc76407331e5571738992
Semih Korucu,Semih Korucu,7tPreEXb8yU3J0d9JkUkLJ,21.0,,,,,erkek,Ankara,,Q20036078,,0.0,
Cahîdo,Cahido,1144hEgROx1MCLAvCF9RcV,21.0,,,,,erkek,,,Q6929304,,0.0,https://i.scdn.co/image/ab67616d0000b27398a2ba123b6b30ece8173d58
nebizengin,nebizengin,442mtvVh48qXVR7bqy51RU,21.0,,,,Person,,,6322a84f-f691-4185-857e-77b8339f76d8,,,0.0,https://i.scdn.co/image/ab6761610000e5eb97bd2790e510b326db0f2aad
Nevzat Güyer,Nevzat Güyer,075N3Vnjhopk4v75mW1m0V,21.0,,,,,erkek,,,Q134710455,,0.0,https://i.scdn.co/image/ab67616d0000b2734f6b9e5ee78605ae5da860ef
Seher Çağatay,Seher Çağatay,6sZCUJokNf7pv5Pe59Mqt0,21.0,,,,Person,,,844462e4-f163-47a4-999a-4906f77b000f,,,1.0,
liquorflexin,liquorflexin,7AWVV9bTHWRrDoQE9LYzMm,20.0,Turkish Hip Hop & Trap,new school turkce rap,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb229843149dfff94fef08c000
Fahire Fersan,Fahire Fersan,1kuHPwYFQzkHrMpYVmSkDu,20.0,,,,Person,kadın,İstanbul,6a1f9f25-0255-4341-9485-e88a5ba08053,Q6017519,,0.0,
ARSI-G,ARSI-G,1wcM8waBFJMk3FBz9MKXhR,20.0,Turkish Hip Hop & Trap,new school turkce rap,,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebf9b45512be2c35ce3446a409
Metin Bingöl,Metin Bingöl,0f1ulU6xZJLduHNi7LHL3P,20.0,,,,Person,,,875013d7-c50e-4f7b-9752-cfa37843b73f,,,0.0,
Ergin Özler,Ergin Özler,56xDgivEguLbUeeMrMz3oq,20.0,,,,Person,,,345fde35-a456-4ae0-b4bf-f3951469a2e4,,,0.0,https://i.scdn.co/image/ab67616d0000b273b92e9934dadf840c1910f939
omid saghafi,Omid Saghafi,50kghyEuWoxUqwizSxjODx,20.0,,,,,erkek,İran,,Q113686996,,0.0,https://i.scdn.co/image/ab6761610000e5ebfd82e90c8d38751c505e6155
NOT TRIO,NOT TRIO,2QUsk8lsqTvSYM1fGBPXbD,20.0,Turkish Electronic,,"electroacoustic, avant-garde",Group,,,9d41d9b5-2a3c-4558-b208-e7608f5d27c5,,,0.0,https://i.scdn.co/image/ab67616d0000b27380a9d3f10a9cce7e20a5577d
Cengâver,Cengâver,0m7CDqvE3ixkFi6p0MNRGg,20.0,,,,Person,,,bbba11dd-1dca-4157-b4f9-d228bc0b3e7b,,,0.0,https://i.scdn.co/image/ab67616d0000b2733f509c1b2e401a1178415a93
Özgür Kankaynar,ÖZGÜR KANKAYNAR,1ml9QtVan3d1lpvlCkE3Jk,20.0,,,,,erkek,Sivas,,Q6019453,,0.0,
Kaan Mazhar,Kaan Mazhar,1WnDWZkJ05xYUy7SI8jOiz,20.0,Turkish Pop,,turkish pop,,erkek,Gostivar,,Q21528721,"Arap pop müziği, Türk pop müziği",0.0,https://i.scdn.co/image/ab67616d0000b273329a2e8a83a59594ac493abf
İlhan Yazıcı,İlhan Yazıcı,4lSmqRAf4dsyBY9KAfioGD,20.0,,,,Person,,,2f4e08c9-169f-4cfc-bf30-0a419ff30c33,,,0.0,
Ozan Öner,Ozan Öner,0liybfqviEpttfynhF5kCJ,20.0,Turkish Pop,,turkish pop,Person,,,82d48368-ba55-4390-a9de-ddb9d39c1d14,,,0.0,
Armağan Durdağ,Armağan Durdağ,2cDWCJpjMmRH0cJh34g0Z1,20.0,,,,,erkek,İstanbul,,Q12808558,,0.0,https://i.scdn.co/image/ab6761610000e5ebfbae96bb1ca26acff47e5204
Gülay Eralp,Gülay Eralp,6k43swTK8rsAWYl4nT6oGb,20.0,Turkish Pop,,turkish pop,Person,,,18432e71-874f-424e-9d4e-5706001a6a51,,,0.0,https://i.scdn.co/image/ab67616d0000b27377bc35f52a9ddcd107a8d6d0
Haşim Aslıhak,Haşim Aslıhak,4QFxaXlm4YH2eBhsi66CDX,20.0,Turkish Folk,bozlak,,,,,,,,,https://i.scdn.co/image/ab67616d0000b27382946e6459771587dcc32659
Nurettin İlhan,Nurettin ilhan,6ykRKsddyNhlsDu9x6Oqox,20.0,,,,Person,,,543f6a32-9040-4995-a494-a1130b0f55eb,,,0.0,https://i.scdn.co/image/ab67616d0000b2735bf6cb48be5d8b02b410c293
Y.O.,Y.O.,3r2CDnAAiTylnguInLbKUU,20.0,,,,Person,,,8b953284-7d9a-43c5-ac82-8a9c6719d954,,,0.0,https://i.scdn.co/image/ab6761610000e5eb7e011195f589183652e16517
İzzet Öz,İzzet Öz,5F05E3hRmPpt1okAe66XS0,20.0,,,,Person,,,ac2d6b2f-fd26-4306-b31c-fff80c5faa7d,,,3.0,
Reşat Şenyaylar,Reşat Şenyaylar,5O8ng5oUwtwBz51WgSD5mj,20.0,,,,Person,,,1bbfb4be-4d64-4fa4-ad0f-71ad0787ba30,,,0.0,https://i.scdn.co/image/ab67616d0000b2731ea2c07e28939fd7bfcd2bd3
Kerem Ergener,Kerem Ergener,0NvjLk6LfNlmqFMu1tSUQn,19.0,,,experimental,Person,,,94dd0df8-de11-4383-8e12-c8286d2b799e,,,0.0,https://i.scdn.co/image/ab6761610000e5eb00455e8daab51d2021fa3950
Trio Focan,Trio Focan,4H6aVmEvIVEgm2n7SEiFAJ,19.0,,,,Group,,,5ee6a1bd-498f-4174-89b8-a3f74ebad68d,,,0.0,https://i.scdn.co/image/ab67616d0000b27309eb36d4c893e43417d4c403
Ayşe Cemil,Ayşe Cemil,3Wtfh94o66mP3ylaMtzU4W,19.0,Turkish Rock,turkish psych,"anatolian rock, psychedelic rock",,,,,,,,https://i.scdn.co/image/ab67616d0000b273af608a4677b3ec9457d50db7
Cxenty,Cxenty,2cTMYrvZBA4PxubWxnRsd3,19.0,Turkish Hip Hop & Trap,new school turkce rap,,,,,,,,,https://i.scdn.co/image/ab67616d0000b273beaa393ed7a32f4f8d412f5c
Ferhat Şahin,FERHAT ŞAHİN,50T0diOFWmAUxusJanuuUa,19.0,,,,Person,,,a09e251f-cd3d-4bf5-9257-070be58e72f6,,,0.0,https://i.scdn.co/image/ab67616d0000b273d4cde45b550ba3ce2b3138b5
Yelda Özgen,Yelda Özgen,7ogXAnQ1hgrgfjNFDtqa0i,19.0,,,,Person,,,187c8edf-7924-47c9-9503-ba1ff3e17aa1,,,0.0,https://i.scdn.co/image/ab67616d0000b273a0aa5658ddc89b796e5dee42
Öykğ,Öykğ,098GT54X95ahYmBdoeR88z,19.0,,,,Person,,,851fe010-b59e-4480-87f2-ac5c5c7085b1,,,0.0,
Rahmi Yanyacı,Rahmi Yanyacı,5RwJGCdGGH3k6eGa6lm2vc,19.0,,,,Person,,,5cf183e6-c649-4395-bfb0-c64becece230,,,2.0,https://i.scdn.co/image/ab67616d0000b273160cb35145501b2623e2b68e
Burak Bilgili,Burak Bilgili,0bZZmHYymvQyXog2sSrGIt,19.0,,,,Person,,,83551fef-e16d-43ba-9e2e-6dc32aeb81b3,,,0.0,
Taylan Arikan,Taylan Arikan,5Z78eHAupd4LWpxZOyc53I,19.0,,,,Person,,,a0d6f656-619a-4ca3-b89c-8b93b8188b87,,,0.0,https://i.scdn.co/image/ab6761610000e5eb1ea11c62910f8b41993f8671
Şükrü Parlak,Şükrü Parlak,5QbxA96ptLmCQUFKC2GF2N,19.0,,,,,erkek,Rize,,Q118956608,,1.0,https://i.scdn.co/image/ab67616d0000b27330b03279349941bc4a57caab
KGWGK,KGWGK,59lYWILbfQzPDE317OYJsz,19.0,,,,Bilinmiyor,,,7863fb91-a3ec-496b-a3f9-38da30469e3d,,,3.0,
Gülçin Yahya Kaçar,Gülçin Yahya Kaçar,0W5KJfixR91BD3dfXpSL4f,19.0,,,,,kadın,Ankara,,Q106543313,,0.0,https://i.scdn.co/image/ab67616d0000b27385356a5da5ae26baaf23c9af
The Erköse Ensemble,The Erköse Ensemble,4ykNwLWjkwOFNlIIs2dlsg,19.0,,,,Group,,,ede5707b-e5b1-4c5e-954b-84986b1e96c0,,,0.0,https://i.scdn.co/image/ab67616d0000b273a1fe30353c25b3276ad07e4a
Erdem Göymen,Erdem Göymen,3smMD4ecE8t9VP2pvIw6Oy,19.0,,,,Person,,,2a0c9b51-2fa1-4f17-a09d-c32bebdc9f45,,,0.0,https://i.scdn.co/image/ab67616d0000b273ba67675107ec96c9526922ca
Christian Uğurel,Christian Ugurel,34iMIXSUDKOG8Tbut7Ts0H,19.0,,,,,erkek,Neuss,,Q106866545,,0.0,
Yalçın Kır,,4khcc9goUuBMs4vWekMMho,19.0,,,,,erkek,Adana,,Q136481235,"indie pop, Türk halk müziği",0.0,https://i.scdn.co/image/ab6761610000e5eb2feda159e5108e1e8d5aa450
Atay İlgün,Atay İlgün,3Trp0vRyi6yyTX8DyHE38g,19.0,,,,Person,,,6388e4e8-e87e-45a5-aaab-8b3d41e56a7e,,,0.0,https://i.scdn.co/image/ab67616d0000b2734eda2226f06c913716ecc39b
Kemal Günüç,Kemal Günüç,342z35WcKxulhcwCbE76VK,19.0,,,,Person,,,01c2d84b-464e-4042-af21-9511a7e92190,,,0.0,https://i.scdn.co/image/ab6761610000e5eb62f0b0f1bde9b104a56bdb7f
Mehmet Eryılmaz,Mehmet Eryılmaz,7cZPb5eflAqycAmHABQYvo,19.0,,,,,erkek,,,Q108285283,,0.0,https://i.scdn.co/image/ab67616d0000b273863cd97a707f19f132d01a73
Faruk Akel,Faruk Akel,4AkItUIiKeaD9ieHb78CAK,19.0,Turkish Rock,,anatolian rock,Person,,,2194d324-4faa-4f27-adf9-9395258da1bb,,,0.0,
King White,King White,7Ee0Xat4QvCu93BS2nD5xJ,18.0,Turkish Metal & Hardcore,turkish metal,,grup,grup,Bursa,,,,,https://i.scdn.co/image/ab67616d0000b27363dfe4c63be9b3f20ee8ecd0
Sezgi Olgaç,Sezgi Olgaç,3geVbDAUhyO4eAHkNCRXFk,18.0,,,,Person,,,6ed01345-5835-4ad6-9f77-0f359b81273c,,,0.0,
Özcan Saraç,Özcan Saraç,2dQjZtOY80BGHlnfVqLO1N,18.0,,,idm,Person,,,64ef29a1-baf5-4ba4-aa15-749799070282,,,0.0,https://i.scdn.co/image/ab6761610000e5ebb1ea06346964224971f967ca
Mehmet Karaca,Mehmet Karaca,30MBnsG58qaJ5Iewu7t9rV,18.0,,,,Person,,,0704adf9-0767-4cac-b420-f176bd15993d,,,0.0,https://i.scdn.co/image/ab6761610000e5eb3afa7ec9eb1b70e1a269d86c
Ayşe Mine,Ayşe Mine,7rw3AlXzJufWN8UEtmUy4P,18.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,,,,,,https://i.scdn.co/image/ab67616d0000b27378a0ad0646b5822fe2c56525
Mesut Cemil Bey,Mesut Cemil Bey,5r314TI7aLCjCUSMuAk7h7,18.0,,,,Person,,,36e8968e-2b15-43a9-a79c-c70e0a6f5ed8,,,0.0,
Nûdem Durak,Nûdem Durak,19IgBSFttQ1PO9YbkgNeni,18.0,,,,Person,,,32644ac5-021d-4699-a1b6-039c9979d7d8,,,0.0,
Haydar Telhüner,Haydar Telhuner,1E4AbQyRy16oFSZ0Vs4xRq,18.0,,,,,erkek,Erzurum,,"Q135928841, Q137505929",,0.0,
Onur Saylak,Onur Saylak,7vfBRLvBSwHKS5NMEvEjIE,18.0,,,,,erkek,Ankara,,Q6094037,,1.0,
Yeşim Ustaoğlu,Yeşim Ustaoğlu,7cwDJhMJtdM0KwYBnQ5Qta,18.0,,,,,kadın,Sarıkamış,,Q536298,,0.0,https://i.scdn.co/image/ab67616d0000b27324897cf70a90298ceae1219a
Hakan Çağlar,Hakan Çağlar,18kZ4XpeHCowNN8jVF9oP9,18.0,,,,Person,erkek,Erzurum,d51ed8ef-2654-4ae5-ae79-1245af00edd5,Q6080040,rock müziği,0.0,https://i.scdn.co/image/ab67616d0000b273528b1f5cc121ca968b3956a3
Radyasyon,Radyasyon,3O536Q0YgQrujnMyt9eJRE,18.0,,,,Bilinmiyor,,,5b4dbdae-9bc5-47e0-b013-1ca8bf3ecfe0,,,1.0,
Jemy,Jemy,21lxYtN93RnzigTPMSa3VJ,18.0,,,,Person,,,b4dc1d2d-6784-4e49-8bbc-b64d4154d878,,,5.0,
Fuat Kent,Fuat Kent,6lh7yHpqhEKnxDfuPcN9Hf,18.0,,,"contemporary classical, chamber music, avant-garde",Person,,,a9c8c296-777f-4f03-b43c-d95dec676c85,,,1.0,https://i.scdn.co/image/ab67616d0000b2738c82bdebcbf47e7dab87e1db
Gökhan Varol,Gökhan Varol,6DOhKEgbrU6GlzHCPdrxg6,18.0,,,,Person,,,aa65667d-6f65-4db0-95d7-f22df1769f6d,,,0.0,
Umut Gökçen,Umut Gökçen,1QbaX3rfhkhhJCHITrnRRG,18.0,,,,,erkek,,,Q6004287,,0.0,https://i.scdn.co/image/ab67616d0000b273b7c32315304e60fe97bd0a91
Mustafa Çağlar,Mustafa Çağlar,1OQT0dUGxql3ZWEF2oauM1,17.0,,,,,erkek,Midilli,,Q116555318,,0.0,https://i.scdn.co/image/ab67616d0000b273966e9cbf04e0afd5ab2cc913
Mithat Özyılmazel,Mithat Özyılmazel,3DHm9NSXuRKJwbyz3DZ03G,17.0,,,,Person,erkek,İstanbul,03abe488-4951-4285-a8fa-9b1cc42bf0e9,Q6078406,,0.0,https://i.scdn.co/image/ab67616d0000b273443214cb123fede67feb9f1f
Cem Kayıran,Cem Kayıran,1vrTwPOFDBw5k3xnvvhz0G,17.0,,,,Person,,,a45b3c48-5d3f-4f76-8fd9-4b78ae20ad11,,,1.0,
Ece Ünsal,Ece Ünsal,0U2Tl8UtL719Zhj6tYdB3Q,17.0,,,,Person,,,0fe0b47d-b94c-4794-ace0-caf63975b517,,,0.0,
Tanju Erol,Tanju Erol,4XozXqXkJxkbpDFGLuDkhH,17.0,Turkish Sanat & Klasik,,sufi,Person,,,51657ae9-50c6-41cb-bb98-8dc4a3a1a24b,,,0.0,
Nevzat Akpınar,Nevzat Akpınar,6n2X5wIBqc5x3P0zKTlRw8,17.0,,,,,erkek,Sivas,,Q1982292,,0.0,https://i.scdn.co/image/ab67616d0000b273b226bd517aff9ba6a75eb90b
Ümit Gürelman,Ümit Gürelman,2LTJWotJk9sAdIChonHHiZ,17.0,,,,Person,,,f4251bcb-34a6-4333-8129-0c0bc3b96335,,,0.0,https://i.scdn.co/image/ab67616d0000b273bdcc525dc95f62108f69fe85
Selahattin Erköse,Selahattin Erköse,5jw7wgFwb21dkVilEzLtOg,17.0,,,,Person,erkek,,a6fe8566-a246-40b9-8a86-1ada5884ca81,Q16601935,,0.0,https://i.scdn.co/image/ab67616d0000b273a7a3d5915c501b3347236cc8
Dostlar Korosu,Dostlar Korosu,4ii1Fq3MqBQCZ93O1OvYhh,17.0,Turkish Pop,,turkish pop,Choir,,,c71a9a3e-6cc1-4f46-8bb1-db5c8ce9beed,,,0.0,
"DJ Funky ""C""",Dj Funky C,4RyF5k60nPNhc5qNUzsoaa,17.0,,,,Person,,,22dfee4e-5649-4186-92b2-9b8da2281e9e,,,2.0,
Impulse,Impulse,3BSVNhqVBSprN66bJPwtwN,17.0,,,,Group,,,a1726dbb-a40e-48cc-8c4d-6e060f230aa1,,,6.0,https://i.scdn.co/image/ab67616d0000b273a5642d11d23f006223562173
